Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
French Polynesia,PYF,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,616740088.105727,1059505494.50549,1467252747.25275,905192307.692308,874862637.362637,1528873626.37363,,865412087.912088,982554945.054945,848461538.461538,790796703.296703,895631868.131868,,,,,,,,,,,760989010.989011,784615384.615385,772362637.362637,887500000,1065741758.24176,1562225274.72527,2317500000,1948351648.35165,1876758241.75824,,,,,,,,,,,11593406593.4066,15412087912.0879,
Romania,ROU,Military expenditure (current USD),MS.MIL.XPND.CD,740833333.333333,794666666.666667,902000000,904833333.333333,949166666.666667,1034000000,1076000000,1123833333.33333,1255833333.33333,1380000000,1542000000,1618333333.33333,1824593128.3906,545381021.804599,565500000,635500000,691500000,717000000,834413568.479646,860000000,755555555.555556,915333333.333333,989333333.333333,888319701.953023,731196135.374668,2050007583.97797,2307873265.07113,2272446245.7924,2524357528.59514,2572110229.46601,1739025771.1048,1377194084.87286,831620409.60796,722451519.700652,936686222.501496,983140541.391249,874451238.88698,1074785782.24706,1254227892.71236,955337576.959199,935569610.340555,985657655.673622,1056136062.48903,1250327559.25434,1530183903.96058,1975975151.44235,2251493424.65948,2607689941.55644,3000404945.09421,2225144539.94812,2086220460.05224,2379871482.4133,2102886223.40119,2452512981.08128,2691470287.45885,2580594158.27577,2644159836.08537,3622068491.8065,4359021208.90509,4613040396.88164,5052321470.65755,5300048123.19538,5186685253.48001,
Russian Federation,RUS,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7766720078.41342,13547871733.4246,12741629470.4057,15826340651.8084,17577353180.6466,7955730400.98588,6469035211.35342,9228204143.73676,11683151344.7726,13943825063.4002,16973739085.1036,20955413570.6279,27336977273.6915,34517781618.918,43534994996.2472,56183785393.2539,51532116797.5199,58720227608.7579,70237523951.4946,81469399931.2577,88352896463.5598,84696504653.4978,66421822179.9206,69245294552.8466,66913033536.7831,61609204756.4171,65201335848.3565,61712537168.9371,65907705047.1045,86373102251.4131,
Rwanda,RWA,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,9365839.70830056,7786746.39836091,9319735.1894778,10297663.2859957,16062942.5517876,14393007.3227777,19633017.1517821,23552267.5593367,28682783.331402,28175370.7285622,28024671.7013255,25460676.6234673,27250728.4310336,34889469.1115173,36093359.4762687,36626347.1628316,41622478.1344745,95132735.4335092,105333802.051708,88570170.0027625,89436136.3589093,40510575.3923129,56449336.7202935,73658822.7625318,77272576.5263821,87091837.061419,80852363.5840954,61329857.1193956,56885903.1314335,51118614.1175728,45196268.982898,41215761.0455642,44996351.8893986,54557648.039731,55580440.8040881,67660359.6239547,75278486.0541411,74514417.2864531,75383928.5565552,79793910.0920567,82480715.5803265,90937793.2166852,103563214.70551,107278618.685189,115716812.449004,118959174.046815,124073352.626892,147873731.887278,167837803.023925,177192546.995472,
South Asia,SAS,Military expenditure (current USD),MS.MIL.XPND.CD,907263907.263908,975576975.576975,1281626031.62604,2029027279.02728,2258473508.47351,2580099330.09933,2226113221.36847,1981720243.77142,2093727385.54378,2260017315.24259,2497384111.3211,3032817144.78912,2981955791.16657,3091792935.35811,3617352058.2413,4220850559.78035,4274319168.31179,4566606232.16793,5179372597.8163,5953181649.91337,7068252653.10414,7840131120.2868,8390959903.17025,9123579936.56152,9400417922.40421,10155420642.5108,12274580838.9585,13926518805.0165,14601413726.311,13710749621.5068,13945113110.1629,12384138295.1465,12264104418.7985,12425175007.0263,13224872081.2939,14843922760.7416,14898083870.1266,16208417999.2786,16616786867.607,18392238656.9148,18874870623.5258,18887889072.1321,19361949142.6374,21420874130.2835,26012470554.0077,29359373060.5107,30830893325.9194,35994785233.0125,41198040829.5738,47239315908.3382,55774807202.5816,60753790483.1092,58489349865.6898,59206270804.7731,64457544182.1567,66198388271.5061,72165915988.0042,81810550405.2831,83919088226.4809,88431687095.3351,90196726239.2413,95582525810.8553,97988664189.0482,
Saudi Arabia,SAU,Military expenditure (current USD),MS.MIL.XPND.CD,140888888.888889,71555555.5555556,84222222.2222222,113777777.777778,123555555.555556,177777777.777778,300444444.444444,336222222.222222,338666666.666667,429333333.333333,471555555.555556,587274311.70782,930574823.571989,1565589935.76306,,,,11584767351.4777,13404087587.8055,17616726770.6883,20724493047.2475,24399927864.2192,27095797466.2867,21872720536.3035,22672050990.2634,17656965219.4559,,14460266666.6667,13354666666.6667,12749866666.6667,16355466666.6667,16355466666.6667,15360266666.6667,16451200000,14279733333.3333,13200266666.6667,13340000000,18126666666.6667,20861600000,18320000000,19964266666.6667,21026666666.6667,18501866666.6667,18747466666.6667,20910400000,25392038600.7238,29580507343.1242,35469513008.6724,38222933333.3333,41267200000,45244533333.3333,48530933333.3333,56497866666.6667,67020000000,80762400000,87185866666.6667,63672800000,70400000000,74612266666.6667,65362666666.6667,64558400000,63194666666.6667,75013333333.3333,
Sudan,SDN,Military expenditure (current USD),MS.MIL.XPND.CD,18667432.5100517,20505456.6341183,24842044.801838,28144744.3997702,41872487.0763929,56375646.1803561,50315910.396324,52268811.0281447,57725445.1464675,87018954.6237794,108271108.5583,109994256.174612,107983917.288914,113153360.137852,111430212.521539,119471568.064331,179207352.096496,216538485.838843,175916407.914119,239999813.592378,228000000,203987417.197213,172214638.244251,230769230.769231,355384615.384615,205293356.8285,260000000,310333333.333333,369333333.333333,,1177777777.77778,1365798114.91107,183718440.712828,257981093.940269,226167004.478452,138756425.66202,106332797.671871,97731859.3168924,259957570.143724,429617897.44605,587267572.329197,388091317.423136,484607263.032365,398110221.738581,1240766949.07039,1164995936.06069,1647839194.37107,2427072594.74802,3228000000,3180483009.73066,,,,,,2279621639.5619,2748511976.24707,4382998816.69717,1047878719.98741,722256177.420763,934311153.803525,375212619.388697,,
Senegal,SEN,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,94390801.1395154,96502271.8667172,86843238.3496914,73072311.5220051,70617688.2744721,65136844.1288273,64966400.5270855,85476428.3610449,99871230.4974096,105288603.583036,99602517.8051961,118215708.960021,110014994.310669,109772868.088193,119937986.248203,66146738.5920516,80915880.6606457,79774881.1460028,70800402.2828007,75090854.8492081,78285006.1474844,62361652.6399766,68891286.8210286,74361395.0311914,96856503.7852718,107553687.876809,124403755.2989,148555145.44168,192807975.512606,216870289.523342,214824242.988992,195732892.906394,230190350.650397,196661489.010376,236737915.958222,239893634.512306,214827965.170344,304764264.245112,305441261.623352,385132363.102436,356820796.02975,345637478.930266,483224913.09553,433451441.595711,
Singapore,SGP,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,103635151.998223,128085357.458944,150044444.444444,198891497.820841,225904541.481491,269156159.068865,306272360.816564,380523899.319505,418861751.435783,452160437.053933,560080515.222701,681003838.707998,738310856.90788,732945268.687442,918624711.684512,1049587528.12308,1021162660.39625,1052360421.27656,1205886445.17546,1410452965.24566,1801901209.91101,2022806865.21374,2332148535.5777,2481448703.11117,2797163882.05101,3672797697.15955,4100238291.11231,4457304301.56047,4466270315.48757,4493173880.20956,4330726931.01928,4309127542.24991,4528116430.89708,4723679527.94774,5043396460.83669,5463830809.90147,5830527461.87686,6518528962.9089,7454324102.73808,7537761857.94529,8108851420.23161,8922267805.18056,9171948018.69278,9345680492.28802,9596602344.02747,9383830669.35792,9873331564.27443,10178706550.0118,10581915690.0465,10402584310.8504,9801649746.19289,11054765450.484,11687571182.9611,
Solomon Islands,SLB,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,Military expenditure (current USD),MS.MIL.XPND.CD,,1930599.22776031,1983799.20648032,2155999.13760034,2353399.05864038,2505998.9976004,2539598.98416041,2883153.57349487,2658001.06320043,3297601.31904053,3986401.59456064,3770637.40982604,4234610.66807196,5022404.82542856,6779970.09799395,6526389.84449494,6020631.89676863,7064980.37505451,8118123.47188264,10785547.3665289,15907791.9603734,15788111.4657924,14128284.8262221,10236934.6480457,9920516.34494711,6281702.96967508,7227148.72515085,4585444.66475729,9011475.02160601,14394912.1258326,12387253.5425168,23179749.7155859,26661754.5180421,23339131.1090317,26495551.6924021,25023304.5910044,18592815.2817541,9490749.70300016,10054233.1256955,17000426.7843187,23310804.3515668,29911134.6071545,27133961.8776292,28467933.5928516,22961537.0377226,23552130.2330088,28022458.4811827,29076876.1787357,23645736.5563087,26405564.6626202,25062278.6312024,25476183.9067774,29758934.0797967,31684939.4114253,48810630.7877162,39226514.2658403,37414732.169548,39577826.0041243,29622478.0996257,27430736.7734829,22374596.4756382,27269402.6987363,24495655.0981604,
El Salvador,SLV,Military expenditure (current USD),MS.MIL.XPND.CD,4384473.69549372,4441787.07713416,6218501.90798782,6103875.14470694,5724173.99133902,6483576.29807486,6591038.88865068,6777307.37898212,6619695.5794709,7508052.99489773,7135516.01423487,8516583.62989323,11140612.0996441,12475644.1281139,13350320.2846975,15652099.6441281,20531871.886121,28588099.6441281,34987046.2633452,54644241.9928825,62055971.5302491,78352569.3950178,94372953.7366548,124526263.345196,235932384.341637,250433594.30605,163311245.551601,176891743.772242,178963345.195729,213029679.715302,163886690.391459,145127188.6121,134193736.654804,116470035.587189,109334519.572954,111636298.932384,110830676.156584,112211743.772242,110830676.156584,114743701.067616,110370320.284698,150651459.074733,161700000,126600000,128000000,132900000,142100000,165600000,173000000,189900000,201000000,220700000,224300000,237500000,233900000,247700000,247600000,260900000,294610000,317200000,343900000,351578000,422380000,
San Marino,SMR,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Military expenditure (current USD),MS.MIL.XPND.CD,,3160000,3700000,4480000,5420000,5170000,6500000,7530000,8340000,9000000,11200000,11400000,13200000,16100000,21400000,23100000,26300000,31700000,81400000,87700000,95500000,134000000,83900000,83900000,89200000,44300000,34900000,28500000,49500000,8560000,,,,,,,,,,,,,,,,,,,,,,,,26050000,60258000,46614000,47706000,61813000,76562000,71720000,98156600,111029000,115095200,
Serbia,SRB,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229028602.822511,,,,0,914364967.948176,642122263.42864,737469450.756764,337080608.366223,494069226.481274,678511699.843008,730567122.916573,739172065.075521,629500942.833417,705062714.272523,971570564.636848,1111631537.86105,974288479.238125,872339631.719991,986958193.674369,853622633.230764,919809908.300835,913368512.844769,724151880.19089,710397717.130948,801700087.191948,817742205.957957,1143779270.2677,1121211783.40862,1270783747.19657,1426365507.30537,
Sub-Saharan Africa (excluding high income),SSA,Military expenditure (current USD),MS.MIL.XPND.CD,,,,422263764.816764,545722182.095669,669309717.939733,713517382.405651,878292920.559139,1119925401.89679,1540387742.96881,1613808372.29646,1728970667.3203,2052076755.20336,2566938497.04014,3481515504.66622,5684992345.04779,5683281395.71685,7054371327.13177,7968045685.22752,8809036420.00876,9508375818.95752,8817673939.53856,7919918552.33698,8226206243.25015,7892706990.59716,7044197904.18453,7132065128.97449,8275763702.88213,9332461603.65491,9253948648.71602,10819256008.6772,9342349181.28304,7411657271.64334,8339718591.56988,6499487573.24145,6187604532.62471,5710615259.87508,6093501182.09226,5757289276.68428,6745985664.7577,6350708382.56012,5746794114.0722,6561325657.54489,7427343619.6701,9306080031.87,10392655335.4727,12498161842.3894,14166299159.4597,17957575408.53,17830821867.4639,16590719671.8533,18222699734.0651,18751443006.0555,21739346177.7899,23250008637.4291,20381550188.02,19213029082.5616,21660785204.535,18574046966.6103,17834942701.1886,18182018609.2577,20862033957.8656,20047764633.0134,
South Sudan,SSD,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551454504.427754,587966866.722881,896390706.931527,609898632.648716,650910667.82307,1052721970.36864,988225988.700565,981983050.847458,1301525423.72881,1151920376.75944,135338143.589744,72388104.5738804,149092424.699547,186498925.22647,128916014.125595,213222017.503455,378843850.760018,
Sub-Saharan Africa,SSF,Military expenditure (current USD),MS.MIL.XPND.CD,,,,422263764.816764,545722182.095669,669309717.939733,713517382.405651,878292920.559139,1119925401.89679,1540387742.96881,1613808372.29646,1728970667.3203,2052076755.20336,2566938497.04014,3481515504.66622,5684992345.04779,5683281395.71685,7054371327.13177,7968045685.22752,8809036420.00876,9508375818.95752,8817673939.53855,7919918552.33698,8226206243.25015,7892706990.59716,7051444555.23656,7141827481.26428,8287085111.23676,9344609676.40217,9266985072.76822,10834096084.3766,9358910887.81943,7432157156.45351,8352668434.56992,6511374769.48501,6199196373.81649,5721158561.8602,6104899535.56616,5767831655.42773,6757075812.21454,6361034224.11621,5757859510.12583,6573025593.49415,7439582728.52966,9322007304.59727,10407382608.1999,12512528228.9074,14181475862.8469,17968700218.7284,17839473069.8974,16597877231.6405,18231412439.0162,18761367115.8045,21753112629.1139,23280917790.147,20399651536.7958,19234949086.9538,21683076139.7995,18595608414.4245,17858438956.3041,18201431680.6196,20902140656.4922,20073833254.6301,
Small states,SST,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290830253.63688,1347043764.69563,1405649007.81675,1581134255.65738,,,,1572187909.03564,1653068473.07964,2467793064.70274,2867010976.97361,3049309516.41098,3365485721.10367,3735973154.91758,4671296815.07383,5896628644.23447,5654350083.01504,5669777745.11529,4153174674.14916,4243244083.67825,4416322113.62693,4955066215.09412,4640447026.54659,4804832467.95716,5030348909.89787,5254995447.29659,5438973628.39727,5327968592.93164,17178091289.2756,20852770093.5018,
Sao Tome and Principe,STP,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266899036.578679,299993419.135274,629622682.638738,641559871.059046,499529506.65412,397592215.742942,327169170.93351,342322768.946855,393996598.321589,440059286.041859,624508454.581203,711290428.025739,823313455.449583,911370626.760049,1139194487.75287,1411710284.8947,1350294439.2041,1137680535.59722,1064842810.57336,1020180034.79405,967923107.869653,997703821.802668,985915492.957747,1003048083.68943,1049074346.91029,1295988102.40431,1802507836.9906,2047190242.79038,2064806054.87228,1994160559.37466,
Slovenia,SVN,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281422738.461992,230303671.569146,237949504.101327,334655022.858287,329972648.331902,290785271.801767,301139822.232736,274841827.849109,222391556.805474,271488790.388659,326959522.812057,416906753.676513,493153892.913731,514172799.466764,608833753.372966,692654912.555876,829384406.928626,798868642.190033,772085107.510148,665679671.372271,543496416.521263,506742932.103314,486194870.396018,400771875.346568,449177539.095701,473796757.208807,529496122.658546,572884012.539185,567650746.608914,762771996.215705,735188940.402366,
Sweden,SWE,Military expenditure (current USD),MS.MIL.XPND.CD,526848900.3926,564736401.576584,636258725.240228,697922566.452937,758619889.7783,844543329.963408,906980385.485994,921961412.739866,941001815.120592,1017260076.43223,1118164543.87121,1238804426.92127,1458082235.50212,1702215352.91087,1855084673.22308,2232315958.56644,2345444903.33778,2560335055.91703,2873317738.08391,3368143351.65194,3791756608.82785,3490216137.64555,2980130869.17698,2629021886.99523,2668524384.05184,2795295632.68836,3577484916.29209,4469563626.49911,4917620753.53141,5032977192.0681,6169504239.88687,6219460369.37761,6418628291.00437,5011158319.66113,5154504229.53951,5729770497.96237,6203436942.65996,5203218382.97605,5035805616.94719,5148727432.48657,4789440136.90975,4128046005.94437,4354573015.42961,5305640404.14034,5514710384.83363,5518466925.99715,5577203266.3572,6386221161.54271,6024791006.05362,5062962024.19184,5885935800.38626,6324747364.3036,6243671605.39748,6528737467.32024,6555518063.89502,5386942195.8071,5427549191.34014,5526592999.00266,5732822794.38131,5839555790.58699,6271285838.40139,7582555970.14925,7722479440.75299,
Eswatini,SWZ,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,5390626.34765659,8259877.06496927,10183559.4762639,13135761.8870299,12379584.2969822,11074579.5804093,11735930.3473656,9116913.39949027,6646662.94783438,7341260.28979926,8349582.27531029,8720150.2548967,8731526.53011424,14223211.6630336,16006837.3096925,20976434.1639756,23724347.7143224,25804044.1590627,28769619.7226978,26486561.922151,25662115.1225271,25731330.5404213,25853264.1075836,24471060.5303012,19665055.20851,18338440.521028,31927690.9349284,42695547.3095458,59471673.9027539,58520575.052979,61877516.7237491,66657830.1994137,75911617.9884277,102032174.965375,106629408.921201,90639795.2733079,86040376.7558151,81355664.003534,73527455.7424242,80527779.9028584,87762823.1282349,95863380.3230956,86532285.9713475,76795299.9757105,83224944.1699939,74301520.5780315,
Sint Maarten (Dutch part),SXM,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,7246651.05202591,9762352.28978159,11321408.3546279,12148072.7472662,13036424.0522024,14840075.699376,16561706.5363913,20499884.8101711,12949843.0000405,11887196.2435669,11591841.1917757,10543301.9851187,11398353.4738995,10542378.7434509,11090147.4568467,10325841.5560868,11065396.0536334,11699935.9492558,12239108.8595595,15927272.7272727,14727272.7272727,14366386.5180834,15176703.3872253,11124810.1983242,8651202.43352266,7157559.78720231,8712704.9511348,9924109.7489784,13766451.3239843,30909152.7178874,18101348.7758118,21920004.3921913,22290935.2644799,21561447.814228,23496255.1154351,19413071.3619403,40106698.6265872,26068621.6167804,
Syrian Arab Republic,SYR,Military expenditure (current USD),MS.MIL.XPND.CD,90223463.6871508,90223463.6871508,149593495.934959,,112041884.816754,118062827.225131,102356020.942408,118586387.434555,190052356.020942,194502617.801047,199738219.895288,176963350.78534,260209424.08377,388674556.986857,537380924.316621,887837837.837838,945058881.243397,998216560.509554,1213503184.71338,1581656050.95541,2253248407.64331,2437707006.36943,2726878980.89172,2733503184.71338,3394904458.59873,3510318471.33758,3678980891.71975,3650191082.80255,3722802547.7707,1483652561.24722,1641781737.19376,2893808463.25167,2976570155.902,1426095238.09524,1636299776.08992,957899818.94991,995089040.932605,1046927961.04454,1096039533.05164,1127632857.10901,897044908.654196,1022526577.91399,1102912156.90965,1436210733.54447,1388544983.48595,1450324656.66839,1435215692.28412,1599033723.06503,1732416847.90199,2181974581.1918,2346021283.01237,2494887483.1484,,,,,,,,,,,,
Turks and Caicos Islands,TCA,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,39363259.9077325,40049707.4082804,37839750.8808871,48800771.5719624,34271986.4775385,77892079.1813274,56424917.2434547,34341542.2474428,,35324074.7736992,39200036.7279623,22153979.1608505,20034138.1714441,24826410.6092831,16619008.3763229,16103004.9902365,20951796.2510902,21349034.2371091,26192330.8309653,34290403.8520032,40949759.119064,50540901.2180925,55491517.9688626,222991451.356882,389135909.628662,611426848.739965,738903737.086657,615817007.452395,609706993.08702,,726459396.000324,392382954.592792,220982331.558035,309567431.726812,219081031.370278,253174123.337364,234709654.958205,322866526.49139,330998078.191986,357401421.713032,
East Asia & Pacific (IDA & IBRD countries),TEA,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17665681584.6764,17285151838.2163,18192474095.922,21929203270.1061,23172737409.261,22820772366.1986,27128681546.8552,30389214801.4588,30941507587.1879,28580953118.1692,33801362944.4992,37299148017.8483,41890868874.4781,48054186821.7693,66543648274.5095,77215525222.5236,85588975622.256,62898124534.1822,77066124478.8644,95641542343.147,113515846294.834,124474398788.354,147161715370.33,171441144850.595,193307287912.06,210019102277.142,225447631245.751,227423597173.325,240915744362.261,262303482035.838,265738704944.052,286131703323.358,313615863595.402,317100374008.352,
Europe & Central Asia (IDA & IBRD countries),TEC,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10468797530.0505,19412796039.2022,24973759093.5226,27021388595.0684,31528698477.3747,35232925557.2377,25728812512.4684,24393620006.0524,26110324791.9063,26787918462.7441,31765731861.1042,37134999354.7059,43263663297.963,53686134613.0997,64573983481.4684,81144393055.444,99472863161.1616,88248207210.3404,97949443032.1468,111785355526.813,123542712334.116,132620381259.978,129511962524.234,105182872448.144,108793279900.609,108982886566.789,111592765265.37,118109395362.927,113107621061.458,118817577260.514,174151244897.451,
Togo,TGO,Military expenditure (current USD),MS.MIL.XPND.CD,,326999.918453886,714244.900291412,1134619.77993274,3383300.6158505,3362428.13013903,2889961.65712844,3105678.43220149,3288025.36707531,3435130.65421352,3650466.89073563,4183674.95169889,5126414.5253702,6873376.43400975,8097048.25408695,11114584.7428761,14233103.1596568,21108759.3617714,22733718.5804942,22498848.2620509,24763347.2169633,22525953.976543,18541962.1065957,16398734.0775614,15692619.6399188,18879809.8218638,30011030.706947,43412291.9973248,43089092.4229808,41861019.1593941,50748351.7896167,45904568.1248604,49113686.8511326,50147794.7330689,25396024.8917067,30852572.784024,,,,,,,,28831211.2869924,31719621.0378868,33238035.2931363,,,57009189.26765,55130817.0932641,56832843.0353116,59018874.0023651,62931049.6800365,72419237.3087199,83080011.5611006,69977174.7400457,82019690.4123156,88414114.9221704,104378994.645016,170566832.435089,163926877.161277,198773240.635232,336608323.297713,
Thailand,THA,Military expenditure (current USD),MS.MIL.XPND.CD,62825161.2233144,58741404.8550697,80303734.1775183,85501269.7970725,87235576.9230769,94266826.9230769,105540865.384615,126346153.846154,154639423.076923,184903846.153846,217223557.692308,262656250,284086538.461538,312408499.092311,363887784.59983,416034898.156463,531909157.308053,688722114.107284,942007071.169005,1199048430.62065,1373227227.44232,1415853971.5129,1507634749.41413,1583036595.49306,1698837533.94756,1629594718.49007,1635667271.25469,1698687545.67932,1809003356.54051,1939693409.07322,2214017705.34092,2598337173.94031,2961769835.55183,3156299862.55707,3611133200.79523,3849025895.83868,3938047248.32003,3264802657.79883,2110239752.02735,2056847121.54589,1881009453.57725,1724799637.1976,1812993335.67659,1891520588.36291,1866937328.4538,1984492828.21276,2441917005.43794,3522634436.32634,4465994062.43152,4799654667.53,4962419956.00539,5512983861.1819,5491915220.81131,5901296947.21083,5729778477.92734,5724812311.08837,5876294938.44837,6320716259.41973,6876114542.56436,7286122370.81485,7268823905.40109,6618062950.20357,5724371999.45146,
Tajikistan,TJK,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037058.64242542,23498175.2177187,14182891.5298661,5803400.6462693,13458544.8392555,19050989.3603968,22613230.3235152,15126152.2552291,10353281.1559302,12468225.5637196,25577668.1993973,34788346.3939347,45110098.9392394,,,,52467120.6044212,47529274.315605,53756933.7081551,71342116.7937044,76260471.8313278,,104280689.192818,100679580.407099,84590183.6280486,78305241.6354699,81419635.2813393,84290061.9162556,80370009.7370984,81706775.5971939,103481351.956783,
Turkmenistan,TKM,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79583333.3333333,135612612.612613,48549386.5030675,106190591.073583,87510040.1606426,111923076.923077,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Military expenditure (current USD),MS.MIL.XPND.CD,1041102128.14931,952115934.094736,1470078056.67469,1558299418.01483,1478294197.3849,1824898849.29905,1976690415.89209,2118145676.08668,2082974249.8368,2293646403.13552,2857196045.15583,3463134106.21513,4049748251.43731,5404489651.82689,6663039430.8653,6151351163.82316,7997666536.32806,8801988932.41533,10052914879.9512,12832437366.4295,15264830901.4694,16537685105.3236,13494643916.0338,12366658646.4374,11485659135.2246,10765543058.2929,10967958016.6869,13005289827.4721,14628912315.4906,16667103944.2258,18390336641.763,15995707550.6431,15665466436.5317,19231521504.3279,24113773839.5274,28627321101.0511,29578441979.8626,29318097188.2959,30192020605.4271,25433071539.0997,27240878883.0351,27330299656.2257,22856595391.2309,21891375719.7504,25106441091.606,32629998420.0216,37872422796.4834,46500195018.1457,56309794325.6936,56142571026.7369,68388626460.8505,73725894274.6024,75230149652.1825,78379182633.0166,72652059177.4945,59307248433.2554,56561688204.6427,66505501279.9244,63865625754.6209,60569030927.3832,54537635567.7793,56824562080.6315,57260334679.4628,
Timor-Leste,TLS,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8230000,17105000,23735000,23651000,36481000,26389000,20530000,33388000,31683000,29624000,36959000,26217000,25442000,20610000,34400000,38456000,39222000,44311000,
Middle East & North Africa (IDA & IBRD countries),TMN,Military expenditure (current USD),MS.MIL.XPND.CD,,,830366247.127377,898756403.568709,1209936500.13453,1377119764.78733,1447511440.97625,1619448660.82588,2063859060.89635,2434848924.581,2940450713.07057,2926376519.37363,2884692069.84683,3692077784.9576,9018175972.01506,11811320227.5919,14029958785.4548,15567772469.1943,16635149106.3289,13468421662.7768,15663928615.8328,19848617713.6772,18408933630.144,19260333504.819,19718052260.3249,21042347834.8556,23014665190.5313,26640910389.8562,29902331138.9622,23794707449.6877,23973651072.6335,25485869355.5368,28847511037.3826,9615943061.78234,11480428475.0854,10305380498.6992,11552504466.878,14266542970.3479,15714397096.4602,16534094809.8308,17969079399.2528,21006532269.0771,13822928320.1414,14895915018.6659,17799251116.2232,20568797356.167,23297586767.875,26980442527.9123,33267383030.1808,35336902861.847,38062236170.397,43058914278.6069,46439276404.7989,48117797840.9382,45880659512.3478,44183221394.693,41655105461.5816,42887738359.7635,39526529697.1509,35520008545.692,32861995831.0356,35160942753.391,38535068984.2503,
Tonga,TON,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
