Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
Europe & Central Asia,ECS,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209410612039.399,193710655288.22,202013673138.908,216814648583.827,222184715987.733,210943600693.704,202931912090.457,200175795756.178,186105315827.783,185160981013.208,205130402734.064,247863131227.099,282287160119.26,290750433909.269,314359977048.647,362328317802.206,404698595757.954,376074857907.325,373514357735.913,398369520401.005,393587367637.036,402705411138.649,400848966106.823,338933308043.466,343616921137.069,353046505999.041,376691205158.535,384610061920.309,401116068826.807,438018369778.266,490982004729.705,
Ecuador,ECU,Military expenditure (current USD),MS.MIL.XPND.CD,22400000,18700000,18300000,17100000,20600000,23800000,22900000,25300000,29300000,39700000,30700000,29700000,37300000,49200000,74800000,102000000,117000000,205000000,164000000,186000000,209000000,234000000,229000000,200000000,193000000,284000000,207000000,207000000,198000000,189000000,202000000,209000000,211000000,276000000,291000000,475000000,419000000,499000000,549000000,296000000,266000000,384000000,505000000,739000000,710000000,954000000,950000000,1310000000,1646000000,1949000000,2094000000,2453700000,2589776000,2735825000,2786519000,2597510000,2513200000,2462700000,2549400000,2346000000,2356300000,2382780000,2488610000,
"Egypt, Arab Rep.",EGY,Military expenditure (current USD),MS.MIL.XPND.CD,,,249697766.811953,335799697.780272,448499596.350363,515199536.320417,481849566.33539,508299542.530412,648599416.260525,888949199.94572,1092499016.75088,1266148860.46603,1066049040.55586,1243856104.69499,1852779424.69282,1926890601.68053,2201613068.1005,2751058000.94045,2485279986.91554,1152855495.92072,1361426626.53339,1817140261.2282,2307139561.2292,3004281422.45511,3742137511.23213,4203565423.47797,4727136104.09128,4805707420.41797,4453565066.33562,3516344801.40585,2260645161.29032,1345757343.0295,1415819974.41108,1526165392.00363,1714409786.33021,1948876985.79982,2115742979.46619,2267650313.53744,2372048406.13931,2447978793.90325,2627698333.83736,2834256229.54946,2902768425.24007,2383914898.27171,2369743586.43306,2659439713.57524,2952520159.00453,3306908257.22261,3779880349.74689,4017404478.27146,4407286452.71917,4463974191.06902,4557748767.35039,4359834243.76995,5085121576.27973,5475490833.44169,4513022526.81632,2765588434.01207,3119587363.84249,3743671451.54565,4505374644.32501,5165445626.55285,4645922047.5088,
Euro area,EMU,Military expenditure (current USD),MS.MIL.XPND.CD,8516827006.04012,9315935463.30522,10997450152.0204,12058741150.3304,12644820058.9914,13126165168.3604,13915319560.2461,14858594489.7408,14928891006.8887,15707067614.3787,16863786696.7552,19114744434.0375,23485000510.5132,29496115233.2418,33607975994.5149,39570226973.1353,40302870319.4661,46111024959.3295,56641975975.2766,67823659579.0404,75343122820.0683,67408696013.6641,66161067171.3726,64089095580.7365,60018211291.0053,60599500291.2471,82861407260.2433,102868983115.328,108477115712.695,106374919021.331,129941320437.044,128304416068.36,135365794983.16,120177878925.578,121627525131.693,132851446028.232,133347870103.091,119408786305.499,119524429569.983,118751257482.859,105899040637.359,104477125190.727,112577042526.212,138839215826.293,157753799535.201,154071075330.203,163938116689.081,183339105852.472,206297581942.521,200029410816.101,186792313500.856,193074660411.464,178696944410.524,179702160594.565,178603423243.211,151812367947.477,158723326549.216,167500201306.542,182437343143.232,182021048558.106,198968191040.693,217286909886.471,214153497968.586,
Eritrea,ERI,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107737649.233228,80198311.2103967,124996349.879465,152271808.56,92756319.4081848,263001685.699266,272856734.575223,230670129.87013,166550245.368938,150764425.21242,181583668.998912,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Military expenditure (current USD),MS.MIL.XPND.CD,232839815.943989,239348772.068642,308791693.470944,316520311.132393,386820000.721007,439425746.033771,560943076.534843,545917155.931618,668753624.841933,805713226.275707,859146961.788224,900614349.185059,1256164585.70101,1521319434.52806,1968178717.80746,2108232940.99234,2521013874.83057,2808847049.54659,3470695273.0461,4910953932.41438,5508356432.6108,4977748533.42705,4956242441.31541,4770965313.3124,4851949869.22903,5077574144.5611,6270618789.41391,7921508650.89204,8900414226.53907,9302930295.84069,11695038644.5437,11680263754.1412,12250195429.6283,10041511353.1917,10092671257.3779,11439906271.1837,11294316854.7562,9865892241.04623,10333417234.2975,11113722490.4035,10273779251.8887,10222074075.3998,10270839019.3403,12880532801.2243,15262458636.7672,15997724220.2656,17252217612.6934,20065668634.8096,22227721829.5675,20178274984.962,19710785449.8738,19695435494.297,18860623363.4077,17242959322.0024,17178549314.7619,15187168681.3796,14014439635.1839,16043533257.4617,17823271130.6257,17189319301.3883,17431779322.9226,19544465468.3065,20306570632.8304,
Estonia,EST,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13146559.8848877,25135735.3798423,36343487.5827555,41436607.7091847,53031652.1754812,59919847.4767519,73800541.3247853,78313308.5597839,93818539.904212,122069530.653957,171411923.856068,204968180.242807,204517021.023267,236324449.190189,371974547.445358,429662698.888808,353366576.57455,332180156.987998,389237580.888435,436852911.624656,479314460.824341,512119045.123526,463568814.461573,497653404.256057,537440226.919815,614945174.27381,637035378.414689,718112390.288385,748580889.309366,810916556.581151,
Ethiopia,ETH,Military expenditure (current USD),MS.MIL.XPND.CD,15335262.6515917,18555265.3080939,20185391.6529481,27289522.5138561,36140000,42900000,43420000,37000000,34660000,34420000,34540000,36134238.0929464,41043478.2608696,48433591.4234664,74758454.1062802,125072463.768116,128043478.26087,135048309.178744,178212560.386473,276328502.415459,359323671.497585,366980676.328502,387367149.758454,408405797.101449,423019323.671498,429444444.444444,439202898.550725,476618357.487923,614855072.463768,781521739.130435,785048309.178744,529033816.425121,255343443.354148,163850000,148691674.290942,122460147.475046,126454733.235931,225417105.11019,458549925.448748,703704869.526897,617541613.6279,349808276.450815,288932333.459776,278673159.931532,311038748.989645,342066638.665934,345687017.021091,360140308.612027,388187596.747412,339627767.966309,303617033.089052,332441772.391593,366539017.667525,345064165.844028,414476025.830071,442532624.456259,490177248.532075,513827452.373392,516977076.1594,535978018.203675,504066088.251296,487848610.127681,1031400405.93933,
European Union,EUU,Military expenditure (current USD),MS.MIL.XPND.CD,13495646845.2004,14871176244.4079,17135259125.2649,18850525070.3972,19807994518.389,20815499723.0565,22174437609.0776,23502682137.1701,24846359488.6759,26604661024.1443,28667884573.9597,32079841463.3578,37540900004.8547,44648726401.2432,50231304331.4484,58073467750.4315,60239783866.7781,68250894237.321,72503070320.3935,76138908893.9927,83755109284.3798,75585893102.3038,74403737931.5512,71877627682.1056,67632288182.8435,69870439271.6384,93334064817.9439,114341673250.226,121050807627.251,120541654554.672,143682386558.457,141249738553.885,149185516667.552,133719935281.4,136252029370.108,149450759159.453,150456911002.983,135409234799.867,135683769025.339,134168807006.722,120046937916.008,118809743514.594,128221183737.606,157310325143.152,178082628218.448,176432832842.95,187708143857.999,211550969804.472,236704211313.385,225787122550.01,213755281334.796,221564070765.708,205673059870.942,207373192693.372,207296114140.947,177784773955.639,184302843100.708,195704809490.685,215381843065.554,217008828626.018,236668035806.706,260187953505.753,258325901652.861,
Fragile and conflict affected situations,FCS,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,2314736533.6778,2390194783.59893,2830431769.68582,3493952340.75719,5292417936.90693,7546232318.61265,7421975131.58377,8731681635.94343,9522788997.70993,10931429695.2718,12726302538.8567,12402029591.7642,8709822814.63785,8692713733.94814,8328967942.47018,7371517159.99997,7270487880.4965,6661578768.07594,7524549284.80099,5159884782.17457,7464569919.68903,9075497573.39045,8685711726.10312,9032383252.22431,10481567253.9174,10087779473.6417,10448097844.4468,13192013271.4432,14428654784.2323,15213082641.4057,17570487770.2542,17666975274.9147,19138175707.1226,32319815346.8709,40445570868.4163,46082883431.7461,16064669865.3585,20353249663.2916,26350803882.9183,22307396106.3555,21040726517.1107,22288272116.154,27237729920.8297,33902582677.2519,29236925476.3922,26199837774.9327,22539224871.2018,27194808574.2645,22787622780.2541,24184852995.3196,23825008331.8032,24326187014.0318,63541183765.663,
Finland,FIN,Military expenditure (current USD),MS.MIL.XPND.CD,89557618.8078432,105350974.821674,154403280.55875,128576498.371426,139910553.863705,149572371.660402,152916847.051566,146661680.284431,150060024.009604,140291965.842941,152891345.217332,177615098.135894,220831905.334811,276967793.935961,308807797.081766,433161415.662018,416956433.437752,461856960.095854,506869452.95645,642602892.781478,873508619.521642,790880895.266151,844911290.481735,905188931.503457,826070181.339718,911349660.881995,1223271000.85383,1462231546.5973,1704330620.23989,1766586165.75982,2141300984.18983,2200991548.89818,2075955550.12822,1615424808.84487,1756338983.66821,1908986807.29445,2021797095.44643,1947002589.51344,1959708814.0168,1653905118.85978,1558135249.67754,1479270879.00779,1611406522.04602,2475059743.10789,2892938123.9925,2999391048.80259,3128517474.44563,3296557750.13862,3958118334.10472,3940584835.35792,3717180504.76047,4099505807.28569,3943239958.16491,4161139945.21741,3985508351.98832,3399134967.28402,3415008249.65045,3431090216.95364,3754588482.46639,3635244066.27855,3868688020.06155,3752365184.48439,4822902555.38634,
Fiji,FJI,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,413396.812710574,535616.768530885,787703.106216311,931727.069441367,1353022.08032731,2056253.74901294,2751430.01954963,3651464.94593652,7239265.39761045,9572320.67752886,10367191.7502583,11361681.7629211,14939154.8492196,15102947.827968,15601330.1311657,14008928.9584327,14591259.3678004,25131445.6610873,24673835.5264078,29083211.422947,30542031.5886853,32482582.8837865,30539125.343482,32041095.6238609,33665273.338251,34700248.16366,32851136.6065702,30962540.1751081,22598926.9284585,23811699.7187275,32039537.3528389,32811655.824618,30914304.2680947,37296898.0797637,46798811.2755706,43111350.2900702,54067168.0587807,75576918.299923,53585658.6204517,51285722.320794,50408953.7144674,60785527.4678088,59221516.4060361,58108276.8995161,74787941.1272158,42617557.6035115,54411608.0036804,75276555.0115658,81378313.5709352,79022198.9772199,71181003.99754,68750805.1529791,66810539.5953696,
France,FRA,Military expenditure (current USD),MS.MIL.XPND.CD,3260127992.20532,3469940419.47309,3774280041.36628,3887455989.50045,4130961167.72148,4304458188.69513,4548130770.44856,4918985395.87983,5148997849.38987,4964005293.9822,4941059320.49551,5291990761.21619,6326060061.39262,7976535301.9881,8361637313.22792,10945218801.8177,11175248198.0247,12634633832.545,15852894822.5915,19040482589.1051,22198183002.4185,20047753849.35,18918492343.8024,18188520274.9614,16977866454.841,17455151457.8314,23901440137.0803,29280470206.4717,30327270741.0937,29665454335.4031,35774430324.9841,35869120915.2144,37902269820.7805,35775273292.8873,37288606059.734,40124024138.3696,38977734095.7754,34697904099.1796,33633561283.2294,32672714284.8488,28403138948.7059,27951566384.416,30578398932.8217,38569115812.9361,44524579612.5999,44442050523.1392,45792148415.5244,50684467384.4229,55365965844.831,56441455398.191,52044060565.0524,54120871009.5016,50216507403.1664,52001462447.6638,53134750898.8024,45647471640.5013,47370589552.6306,49195662250.3198,51409812838.5917,50118929211.9346,52747064858.0873,56646996215.7048,53638748769.4262,
Faroe Islands,FRO,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,3008117.85317946,2989113.97006847,4350652.59788968,4638155.15750553,5498336.69867372,6673861.63442157,9421730.09883844,10494173.3657381,16844521.7975578,20117179.3262189,28927873.6567893,,56881751.7699157,68629307.0806513,88322642.613467,88555899.7705459,86599171.7970116,80328270.2874654,95489724.2817681,136006884.085173,,,,,,,,,,,,,,91295212.198164,90036137.2314433,94693165.4490465,108396421.197522,125121856.57363,118111430.456445,130237717.301918,,,,268738503.907914,265965337.617035,278143957.126655,282163387.579953,208124773.338136,170374503.339251,202815390.680402,267430770.80282,261217395.059596,266879196.119858,263471597.129303,311454928.635429,277674768.990569,
United Kingdom,GBR,Military expenditure (current USD),MS.MIL.XPND.CD,5129857089.89177,5308314126.28105,5597132750.96369,5810811570.85085,6159898580.62988,6475329219.51092,6692138864.5979,6933197077.38222,6220499923.0844,6199702306.86184,6792098923.78198,7518385128.20382,8789192636.73613,9446894124.04146,10450754431.8186,12907674883.7019,12038757739.3177,12952124605.6775,15897336095.5357,20544684886.403,28360159219.7249,26948261220.5562,27714188335.4742,26423122398.8855,25418839536.3938,26031881546.0011,30432577939.6425,34921759890.1918,38357236513.9578,37456646813.3108,43545094840.1343,47045457327.3683,45592591817.9765,38113206791.4603,38569013504.8574,38294283079.8348,38566134645.3921,39889947448.983,41222125832.6215,40760400666.5656,39343711272.5782,39512579943.6497,44245265998.3094,52343122277.0674,60250782544.7032,61653635038.462,64217619528.3273,73448032014.1665,72915407669.7404,64010506669.801,63979111970.2694,66569552573.1349,65452487554.2416,63837724855.4312,66995468654.2895,59990205719.3245,53327366087.7128,52075008432.0543,55832916405.2492,56567602040.8163,58332371794.8718,67500687757.9092,68462578611.6125,
Georgia,GEO,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67706683.5603421,44007707.1290944,41084456.9800406,25882678.3632664,18824291.4324173,23829967.8729583,33975807.0392771,42647402.8849067,70419742.780372,214071430.147627,404172025.858922,931750564.205712,1090160250.60538,603655214.936935,454178215.155358,468779626.836253,491982529.358533,441878926.976772,415643210.857482,299514176.284605,315194446.322336,321136644.607665,333912381.840905,310614128.505502,287864077.669903,300489434.431324,360344170.697044,
Ghana,GHA,Military expenditure (current USD),MS.MIL.XPND.CD,20821777.3519574,27454210.2992509,27944464.0545947,31096095.3389474,33302237.2379944,35578415.3878047,47344505.5160551,0,44271216.3553464,49026817.6692651,46918664.5094867,41139332.2955844,30202525.7565639,41052242.8437696,64121526.3881397,78825105.7091649,88961005.0635995,121717795.68115,101354226.354936,66362988.0808581,120610364.850902,195559792.179064,,71148287.3534174,44624487.0269248,63162776.6592191,51650922.7625224,43338474.855354,22760424.6502865,22626966.3337718,27612553.5020052,41427184.1755229,41663996.0444269,41004328.5772423,37823250.8302971,49054322.2642894,44417812.6165567,45483310.2209028,57453085.6613862,59277760.90128,50882608.2408578,32352140.4988099,36975481.3437874,53244020.2869524,56353842.9896775,64196566.3995304,75732607.9270927,126077788.992866,113668160.248048,118290743.895514,122480468.47703,234327479.578,337260972.703278,254997057.393618,252653833.716615,190540362.002907,161751874.263817,189129841.490359,218444253.592195,233320137.038447,239887164.283223,298345433.057572,229278866.209078,
Gibraltar,GIB,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,10492201.7419486,13895077.9825805,,14178651.0026332,14705286.6113024,15069880.4942273,26327764.4152636,31711404.2302397,36058910.702304,,,,,85228280.9846123,71021091.7464804,60309243.0241079,52510728.8966541,52266833.5866941,,,,,,,,,71764178.3996456,55654040.2948555,43956503.9927158,45871747.5087955,,,44370189.8058119,45034483.3162197,55211186.391812,45967931.2141144,87718398.8188008,98084865.1712689,84133949.3080361,81018570.0979977,,,,,,,,168913357.467903,196818705.594191,196945589.753241,221414232.310207,161856744.453218,181637775.870545,197079526.352476,197754330.707634,206992890.786064,244558590.415803,441260169.726193,
"Gambia, The",GMB,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,727666.880166151,846805.020005245,1244263.4191691,1046935.94340481,1392344.22707226,2161462.758742,2722988.35114814,3464911.1117034,3996271.67318971,3501687.89225368,2556388.66762778,2316899.69598519,2886551.70751845,3929706.23149338,4176388.69826082,4049572.02318873,3519056.43653851,3323532.17179142,2454230.20041818,2259285.66407937,1997861.93722507,1931395.49984849,2985085.07317483,2786319.24377443,4547026.14037486,17163533.4619059,7095299.57514525,,,11173079.8607106,10378890.6934834,14599970.2849394,14288131.905326,,,11487224.9434107,14456446.2017733,14805015.9297537,15874259.8668246,15205180.5474474,
Guinea-Bissau,GNB,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,9407751.85709348,18064755.1994071,6465128.7120096,4652567.4826345,6128820.1382815,3883662.22371057,,4434725.15476652,,,,,2016728.76510656,2211919.91051615,1897743.65673021,1817811.12239985,2900235.95139944,,9531360.60766093,6183163.5151745,6363093.76918971,7505161.73434274,,12116374.8322173,,,,13744583.7021852,17129808.1679545,17519804.3512353,24491750.6811589,21710792.6483686,21470831.2086587,17036957.2925502,15730078.4677087,19021935.3520215,21198429.4927161,22571242.3074691,24165899.1780631,25673740.3256251,24538678.1421994,
Equatorial Guinea,GNQ,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379301.339145,3447875.17930554,,,,,,,,,,,,196314371.738509,292754658.835877,371927587.857327,,,,,166540270.521497,137262659.565475,139200817.641802,136210361.388331,149498690.044337,148636933.022503,162373364.380419,162807132.671218,156791634.919832,
Greece,GRC,Military expenditure (current USD),MS.MIL.XPND.CD,170327798.096363,167762365.801466,170034222.652829,179495712.797773,188207553.063285,209674799.610636,238979294.897497,313035616.320105,366771882.677522,425403589.914256,473596990.496484,515997642.010379,573692101.497013,674802452.237724,1049955702.95995,1433217344.89603,1559887279.78501,1838775321.43188,2118929495.4422,2424261939.15195,2275580288.96511,2578400683.8574,2638652976.07206,2195463585.6401,1994286405.27223,1927083076.34616,1998816951.19072,2399225050.00692,2749556829.15464,2560254613.5061,3193376484.06783,3146899034.9562,3623052914.95211,3364413329.76605,3587244914.44126,4179913246.97254,4613167576.65798,4573516492.29295,4824257168.88238,5012285642.29829,4564522446.23907,4428103551.64607,4734177215.18987,5035585541.86408,6267468787.4442,7028428592.74735,7607186181.61655,8533090258.10319,10574138499.2859,10641348182.8677,8163619386.92396,7128608267.12819,5914988423.39784,5655183035.72021,5531285908.87966,4818121326.3835,4963484464.40452,5088178883.21225,5757114360.91734,5383116883.11688,5773281659.63752,8299905392.62063,8104853298.7791,
Grenada,GRD,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Military expenditure (current USD),MS.MIL.XPND.CD,12084076.433121,12084076.433121,11954140.1273885,14812738.8535032,12993630.5732484,18580891.7197452,19100636.9426752,21179617.8343949,20400000,17600000,32300000,22200000,24000000,23400000,28400000,44900000,55500000,75200000,71700000,90200000,103760000,162640000,176590000,184250000,207480000,224420000,140853333.333333,124028000,146588384.397499,151627061.346818,132196105.007847,119310860.469926,153753024.292978,144445075.381165,153011545.416609,158348657.492683,141370462.942145,132112832.569696,139804367.713636,123754165.194209,157848092.786958,196765577.539991,158368119.258724,178771793.951529,114893349.273265,104467679.861251,130546929.154779,135925872.831767,166494048.304041,147410544.062655,169798840.125742,197433150.684228,224366543.649735,249757853.378152,245672875.883208,252455480.635391,290912704.00085,275014798.544949,273114976.844026,331882551.643497,342766481.025774,341780821.917808,430558001.714785,
Guam,GUM,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,5032808.21202366,11136757.5869161,32436379.6924488,34000000,24274509.8039216,17333333.3333333,17176470.5882353,21882352.9411765,22400000,24710000,22100000,20740845.1365889,38971271.3289509,27829660.9415741,10619291.2340621,11020000,6023830.21341149,3589328.49015893,2031374.37282557,3625349.99440009,4436526.4736053,5485552.10065804,5691560.61385037,5558340.16028495,,,,12585649.2901387,14371052.8985004,16652243.4636666,16345330.5687082,22132238.7397382,18506566.6041276,19176973.6447739,24971954.1184203,30520593.4205163,31055650.8948272,31075055.4911705,32416747.5418836,33542606.6021394,35163485.7882898,39280967.4697968,46430508.4745763,51562130.8232153,59510895.8837772,61745465.9624678,67206937.7130284,76541839.6831168,76544945.1631718,84257932.2940414,
High income,HIC,Military expenditure (current USD),MS.MIL.XPND.CD,69797849594.5648,73830863480.0766,81287880515.1613,83327253864.4801,83793792543.8894,86564154209.6914,100681482733.567,115015668832.905,122000594162.383,124955487725.879,127290776599.847,127483895493.781,138661058669.088,151037246627.178,167323928624.809,181568280001.158,187560947436.219,220738330419.725,243406784647.881,272023503429.545,312595730401.774,344308635349.936,392805728898.271,386179175895.256,405046450023.522,431071596723.615,471598448812.084,530132957098.441,562161854609.957,573011668132.642,623610737317.761,611840932140.789,638732652450.783,611774818282.148,611011189512.401,620026565687.117,608689977875.654,600798173814.961,592222955489.14,602549754267.428,615449381046.587,620538134644.18,680355611284.352,790761316213.999,886271962880.904,938837904133.508,987512606672.506,1071926519838.29,1184323043891.54,1220338566236.25,1263415409362.54,1313827522597.96,1281033441573.02,1239879458564.77,1226469419883.64,1147536066267.35,1139838853485.44,1174311426336.67,1247781166633.26,1294001612698.62,1366158679124.48,1457534024238.89,1532436966246.98,
"Hong Kong SAR, China",HKG,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Military expenditure (current USD),MS.MIL.XPND.CD,3920000,3830000,3830000,3820000,5850000,6250000,6500000,6800000,7050000,7200000,9900000,11400000,15449922.7503862,15950000,16900000,21400000,23700000,31800000,43100000,49550000,57000000,60500000,67000000,70000000,81000000,94000000,105500000,122500000,132000000,138000000,67120949.0318533,47398089.4055866,,40592869.1293316,,,,,,,52462396.8947113,62951976.5796157,63602176.0560809,82195176.7914075,60561786.6441103,62589274.8097683,75595918.5401584,95924340.172849,132428400.639025,156802557.276754,170186979.693148,200358405.886737,212341274.317769,294917779.408168,314071900.220103,356266320.955644,363272338.525911,398460128.382474,385320064.206471,407390257.832898,350370790.614742,438108692.039222,477520416.422934,
Heavily indebted poor countries (HIPC),HPC,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,326483888.462006,393983669.784276,503516298.408611,561652137.973882,607309530.30868,715390790.939939,937839065.310061,1138972593.9413,1217248454.79916,1535833757.39688,2121241401.54608,2459925044.91968,2759253745.79399,2664409279.12253,2248099753.31008,2169334435.53855,2422006409.26822,2358199368.37752,2465152768.11245,2475871974.7846,2779612119.78624,2428788364.97692,4757702034.012,3522538191.32192,2145332027.17663,2547853573.46941,1621355697.5708,1473607055.15559,1700180261.40802,1814603452.2575,2288182785.52406,2888721569.14428,2824352742.42447,2328184433.50957,2383024756.21127,2847382654.80833,3942772480.0952,4035054537.15247,4873641800.00391,6274638786.06213,8177322404.03539,7872733068.97705,5209927343.40198,5454930072.54616,5521182566.81382,6958302124.33574,7581934839.27548,8782537805.47676,9935443263.33444,11719984402.3623,9039884606.34879,9092764602.49045,9966166839.76057,10254359414.461,10487531047.0229,
Croatia,HRV,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782003661.25075,1168936758.72763,1625222365.41786,2060388930.09811,1938698897.34568,1797184680.66318,1427264826.84272,1035949008.25958,659775033.312514,629464103.750626,733680739.054433,709399147.199764,730867004.51085,799160901.224358,849431034.689497,978853732.10005,1295957074.30943,1129098496.39001,1015876653.55283,1106464041.97707,955320163.615821,956952644.05211,1063469743.28113,883162983.266817,836685042.08224,920837052.918188,966358716.798887,1001812141.34703,980798306.622316,1361237631.53762,1308520628.98896,
Haiti,HTI,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972400,2231550,2670400,2623227.38669941,1743605.93653939,1649639.30590758,1599966.75531915,2478871.18870659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5159584.74833651,5351159.50974341,7356229.68921463,6451431.6605567,7361349.24622762,13968388.1629034,11301748.9484171,26380884.7832535,20912067.4049325,12555444.836385,
Hungary,HUN,Military expenditure (current USD),MS.MIL.XPND.CD,0,0,0,0,0,0,0,0,150166666.666667,173333333.333333,223333333.333333,225670995.092074,231632283.749548,263447030.809007,308005578.323252,366147086.515326,382438611.38705,419914698.72341,538098139.604814,621170386.193715,740802218.103239,757701599.624646,750740503.132635,700708442.013447,641103030.25257,1025550984.24961,765838789.843799,823921397.472882,1027508668.36463,812646128.164453,847389246.889926,722549153.413242,812017967.195183,735860385.584316,757131989.349563,612184817.11635,585271901.838883,695972460.905085,618464379.996455,702942491.123612,715857664.815596,845055673.845509,1079154823.6243,1401561253.104,1532612234.02681,1596087843.15297,1410071771.47203,1776464117.28187,1867877499.0849,1475818169.23822,1350820413.18817,1472069831.63811,1322277702.75073,1280050962.2477,1209801890.21288,1132476291.73782,1288676093.1676,1702635636.90156,1615618734.46908,2190628591.87986,2768372537.17382,3060136590.12739,2572246361.70138,
IBRD only,IBD,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82190749277.5645,81402792319.0924,77419704497.0159,83826351441.7514,79600806283.9531,89303956734.0296,100423018171.833,109296378720.229,117555590488.143,106873106917.137,108205616511.541,114959775557.767,122865131323.298,120688702060.297,133773119411.215,155850855064.178,185572612087.779,216079027591.782,263196954109.959,321627848056.157,335706354386.121,379276497425.749,429848298610.254,468066696634.95,506084556300.153,515798613547.346,489998291740.128,494624773848.923,528349581711.047,546148112486.685,554614454321.774,561062682218.326,602853883290.569,670745886399.008,
IDA & IBRD total,IBT,Military expenditure (current USD),MS.MIL.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90616414289.2204,93818045303.7933,90419132996.9482,96607239849.3229,92210841456.1696,103124980625.113,114125890876.232,123668102157.561,132072390837.914,122600801855.56,125311463768.611,133855335939.685,141661367844.783,142434417130.377,169326395226.445,198719358586.921,232240661680.255,231985539134.836,281867416176.226,343858323908.485,358322316371.994,401247388885.971,454717082372.479,493904000223.187,533384033079.88,545802245463.522,520719013330.145,525834535815.116,562785497113.82,579803099393.886,586227265831.693,595037113703.492,640903612157.286,705109520013.194,
